"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/reinigung-pettendorf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma pettendorf","Endreinigung in Pettendorf","Reinigungsfirma Pettendorf | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Pettendorf für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Pettendorf wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-pfatter","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung pfatter","Endreinigung in Pfatter","Reinigung Pfatter | Übergabe sauber planen","Endreinigung in Pfatter: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Pfatter wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-pielenhofen","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung pielenhofen","Endreinigung in Pielenhofen","Wohnungsreinigung Pielenhofen | FLOXANT Anfrage","Reinigungsfirma für Pielenhofen gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Pielenhofen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-preis-rechner","Formular / Werkzeug","überregional oder nicht ortsgebunden","Angaben erfassen und Anfrage vorbereiten","wohnungsreinigung preis rechner","Was kostet Ihre Reinigung?","Wohnungsreinigung Preis Rechner | FLOXANT Anfrage","Reinigungsfirma für Preis Rechner gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Preis Rechner wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","186","2","0","Umzug & Transport Umzug mit nachvollziehbarer Einschätzung zu Aufwand, Strecke und Zusatzleistungen. Inventar und Volumen Zugang und Laufwege Montageleistungen Rechner starten -> Schaltfläche","ausreichend","gut","schwach","","","","index, follow","P2","B","",""
"/reinigung-regenstauf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung regenstauf","Endreinigung in Regenstauf","Reinigung Regenstauf | Übergabe sauber planen","Endreinigung in Regenstauf: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Regenstauf liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-riedenburg","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung riedenburg","Endreinigung in Riedenburg","Wohnungsreinigung Riedenburg | FLOXANT Anfrage","Reinigungsfirma für Riedenburg gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Riedenburg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-riekofen","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma riekofen","Endreinigung in Riekofen","Reinigungsfirma Riekofen | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Riekofen für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Riekofen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-roding","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung roding","Endreinigung in Roding","Wohnungsreinigung Roding | FLOXANT Anfrage","Reinigungsfirma für Roding gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Roding wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-saal-an-der-donau","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung saal an der donau","Endreinigung in Saal an der Donau","Wohnungsreinigung Saal an der Donau | FLOXANT Anfrage","Reinigungsfirma für Saal an der Donau gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Saal an der Donau wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2918","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-schierling","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung schierling","Endreinigung in Schierling","Reinigung Schierling | Übergabe sauber planen","Endreinigung in Schierling: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Schierling wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-schwandorf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung schwandorf","Endreinigung in Schwandorf","Wohnungsreinigung Schwandorf | FLOXANT Anfrage","Reinigungsfirma für Schwandorf gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Schwandorf wird als Bayern-Strecke nach Verfügbarkeit geprüft; Rückfahrt, Zeitfenster...","2626","14","23","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-sinzing","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung sinzing","Endreinigung in Sinzing","Reinigung Sinzing | Übergabe sauber planen","Endreinigung in Sinzing: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Sinzing liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität werden vor...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-straubing","Lokale Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma straubing","Endreinigung in Straubing","Reinigungsfirma Straubing | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Straubing für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Straubing wird als Bayern-Strecke nach Verfügbarkeit geprüft; Rückfahrt, Zeitfenster und Umfang...","2569","14","20","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-suenching","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","endreinigung suenching","Endreinigung in Suenching","Endreinigung Suenching | Fläche & Termin klären","Reinigung in Suenching: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Suenching wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
